open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-09-29,0.8086,0.8161,0.788,0.8061,84007858.7,2025-09-29 23:59:59.999,67503838.68653,215664,39405376.8,31667141.35117,0
2025-09-30,0.806,0.8132,0.7781,0.8072,88758520.5,2025-09-30 23:59:59.999,70666660.29203,223227,41897718.1,33379272.59793,0
2025-10-01,0.8073,0.8512,0.7968,0.8508,132642239.2,2025-10-01 23:59:59.999,109961676.29891,300468,70536862.4,58480135.78907,0
2025-10-02,0.8508,0.8778,0.8361,0.8706,134137531.5,2025-10-02 23:59:59.999,115025341.1496,293982,63686479.8,54632035.98858,0
2025-10-03,0.8706,0.8924,0.8482,0.8655,133631604.9,2025-10-03 23:59:59.999,115850123.01259,325596,67188497.2,58260650.34122,0
2025-10-04,0.8655,0.8688,0.8331,0.8395,71672443.0,2025-10-04 23:59:59.999,60644278.02963,182939,33927022.6,28716551.29928,0
2025-10-05,0.8395,0.8826,0.8269,0.8371,149427053.9,2025-10-05 23:59:59.999,128077109.02901,353333,67003048.2,57333669.00979,0
2025-10-06,0.8372,0.881,0.8317,0.8715,171579610.4,2025-10-06 23:59:59.999,147791024.21619,432771,77275179.7,66499992.96379,0
2025-10-07,0.8716,0.878,0.817,0.8198,170785500.2,2025-10-07 23:59:59.999,144193977.98588,457001,80278933.0,67823002.85577,0
2025-10-08,0.8199,0.8515,0.8079,0.8387,109616497.8,2025-10-08 23:59:59.999,90506719.9396,298444,52387099.8,43258984.99287,0
2025-10-09,0.8387,0.8396,0.7939,0.8152,125624051.5,2025-10-09 23:59:59.999,101900553.35673,321463,60403461.9,49004282.09189,0
2025-10-10,0.8152,0.8242,0.2737,0.6353,787201148.9,2025-10-10 23:59:59.999,502238104.0074,1982326,373021804.1,238001284.4827,0
2025-10-11,0.6353,0.6832,0.6092,0.6316,419734212.7,2025-10-11 23:59:59.999,271812426.57164,1063252,200511268.7,129703477.46803,0
2025-10-12,0.6316,0.7095,0.6176,0.7,210806749.0,2025-10-12 23:59:59.999,140770994.4996,585637,106376072.3,71109176.77993,0
2025-10-13,0.7001,0.736,0.6917,0.7284,243460738.8,2025-10-13 23:59:59.999,173815405.54666,599989,121600278.6,86866388.561,0
2025-10-14,0.7284,0.7334,0.6619,0.6989,291031627.6,2025-10-14 23:59:59.999,200675930.38782,604615,140345797.1,96765506.50936,0
2025-10-15,0.6988,0.716,0.6575,0.6684,160075781.5,2025-10-15 23:59:59.999,109763444.61667,348814,79328671.9,54412776.60209,0
2025-10-16,0.6685,0.6847,0.6332,0.6453,200052556.0,2025-10-16 23:59:59.999,132024592.40807,469081,92433349.6,61028789.50663,0
2025-10-17,0.6452,0.656,0.5923,0.6245,268779633.7,2025-10-17 23:59:59.999,166365589.68063,601782,132396759.2,81899140.75945,0
2025-10-18,0.6246,0.6409,0.623,0.6343,59384501.9,2025-10-18 23:59:59.999,37556030.39037,185805,30003936.9,18978305.91456,0
2025-10-19,0.6342,0.6652,0.6225,0.6528,109620437.0,2025-10-19 23:59:59.999,70799713.30671,306128,55095996.2,35596211.11657,0
2025-10-20,0.6527,0.676,0.6391,0.6625,144735122.7,2025-10-20 23:59:59.999,95958784.82134,369091,71641527.9,47517187.25653,0
2025-10-21,0.6626,0.6855,0.6369,0.6428,154145939.3,2025-10-21 23:59:59.999,101610812.65437,461408,73484806.1,48455253.45221,0
2025-10-22,0.6428,0.6468,0.6061,0.6238,155613632.5,2025-10-22 23:59:59.999,98127241.52799,404301,76364691.1,48179498.1232,0
2025-10-23,0.6238,0.654,0.6227,0.6428,93548863.2,2025-10-23 23:59:59.999,59800155.24974,241871,46464489.8,29702421.77772,0
2025-10-24,0.6429,0.6643,0.6387,0.656,99367742.5,2025-10-24 23:59:59.999,64664283.95758,235893,47146328.8,30688969.01806,0
