open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-11-27 04:00:00,91091.68,91554.49,90889.11,91408.34,2443.78349,2025-11-27 07:59:59.999,223017837.1927582,576372,1210.68643,110483816.2466046,0
2025-11-27 08:00:00,91408.34,91940.18,91221.17,91371.88,2353.99141,2025-11-27 11:59:59.999,215497148.1077666,503281,1064.90174,97491722.2752348,0
2025-11-27 12:00:00,91371.87,91457.36,90438.43,90958.3,2921.51001,2025-11-27 15:59:59.999,265400566.6404556,722578,1254.74921,113994226.690299,0
2025-11-27 16:00:00,90958.29,91843.59,90850.77,91528.21,2279.61546,2025-11-27 19:59:59.999,208448052.271998,723061,1149.92802,105125494.5639351,0
2025-11-27 20:00:00,91528.22,91600.0,91114.52,91333.95,1090.79164,2025-11-27 23:59:59.999,99720404.3618048,400504,510.28821,46654406.7382738,0
2025-11-28 00:00:00,91333.94,91417.99,90652.55,91208.85,1930.05393,2025-11-28 03:59:59.999,175658067.2011444,516691,805.80353,73338642.005411,0
2025-11-28 04:00:00,91208.85,91707.79,90867.43,90910.87,1873.92377,2025-11-28 07:59:59.999,171144098.0529139,398306,930.22241,84983808.3724878,0
2025-11-28 08:00:00,90910.87,92030.0,90907.98,91437.64,3175.31997,2025-11-28 11:59:59.999,290621530.7793465,636485,1963.7087,179804767.1459243,0
2025-11-28 12:00:00,91437.64,93092.0,91380.94,92362.49,5046.613,2025-11-28 15:59:59.999,465677668.2838799,1169797,2755.25249,254272858.0898909,0
2025-11-28 16:00:00,92362.5,92376.0,90180.63,91157.44,5779.19663,2025-11-28 19:59:59.999,524932988.2058336,1123919,2085.0278,189528664.3260616,0
2025-11-28 20:00:00,91157.44,91247.16,90705.57,90890.7,1025.75282,2025-11-28 23:59:59.999,93383682.5564413,384556,421.63219,38386988.9789154,0
2025-11-29 00:00:00,90890.71,91119.99,90546.36,90680.26,940.81817,2025-11-29 03:59:59.999,85440015.2793088,272716,397.75977,36129166.5553352,0
2025-11-29 04:00:00,90680.26,90931.56,90311.92,90567.67,1229.54953,2025-11-29 07:59:59.999,111405939.6570458,281479,607.30263,55032867.8129362,0
2025-11-29 08:00:00,90567.66,90738.17,90376.37,90673.19,957.44805,2025-11-29 11:59:59.999,86728867.4626049,262722,459.08625,41587415.5062842,0
2025-11-29 12:00:00,90673.2,91110.36,90530.93,91063.5,1148.02698,2025-11-29 15:59:59.999,104197481.4310325,260166,577.64245,52436029.7142162,0
2025-11-29 16:00:00,91063.5,91165.65,90155.47,90640.78,2192.51887,2025-11-29 19:59:59.999,198659741.9235008,374175,937.92616,84981827.9621873,0
2025-11-29 20:00:00,90640.77,91051.87,90400.21,90802.44,961.52131,2025-11-29 23:59:59.999,87293607.2252727,226602,379.33206,34446911.5942992,0
2025-11-30 00:00:00,90802.44,91055.5,90471.0,90909.35,1115.17062,2025-11-30 03:59:59.999,101298590.1018471,344851,580.74626,52757294.3954086,0
2025-11-30 04:00:00,90909.35,91037.72,90670.4,90968.16,549.91781,2025-11-30 07:59:59.999,49969473.9338467,188119,289.72643,26328773.2705964,0
2025-11-30 08:00:00,90968.16,91632.0,90927.16,91048.78,2515.69204,2025-11-30 11:59:59.999,229620466.0528647,468615,1567.74523,143099036.2006374,0
2025-11-30 12:00:00,91048.79,92000.01,91009.0,91435.31,2629.14986,2025-11-30 15:59:59.999,240851279.9491119,455275,1250.72975,114604685.1390156,0
2025-11-30 16:00:00,91435.31,91850.0,91159.42,91460.79,1049.01646,2025-11-30 19:59:59.999,95980059.4790423,279043,518.18064,47415252.6780524,0
2025-11-30 20:00:00,91460.79,91626.75,90336.9,90360.0,1828.79496,2025-11-30 23:59:59.999,166331903.6488211,418127,795.83867,72401448.4366142,0
2025-12-01 00:00:00,90360.01,90417.0,86161.61,86346.13,10249.65966,2025-12-01 03:59:59.999,897849123.3229347,1722973,4191.17162,367273730.337797,0
2025-12-01 04:00:00,86346.13,86578.06,85604.0,86550.3,4937.16707,2025-12-01 07:59:59.999,425115017.9660056,893445,2255.05761,194226852.1722664,0
2025-12-01 08:00:00,86550.3,86938.01,86131.01,86149.15,3005.76787,2025-12-01 11:59:59.999,260281847.2350665,691575,1246.98554,108038831.508145,0
2025-12-01 12:00:00,86146.59,86674.0,83822.76,84677.87,8124.37241,2025-12-01 15:59:59.999,694074542.6768066,1860732,3634.31812,310708906.5740069,0
2025-12-01 16:00:00,84677.87,85555.0,84030.95,85024.5,4598.10295,2025-12-01 19:59:59.999,390099606.479172,1456458,2365.71048,200745256.4141217,0
2025-12-01 20:00:00,85024.5,86860.0,85007.69,86286.01,3593.94231,2025-12-01 23:59:59.999,309603909.5431753,1084502,1831.09009,157725216.9949753,0
2025-12-02 00:00:00,86286.01,87350.0,86184.39,86976.99,3245.81604,2025-12-02 03:59:59.999,281278192.5652888,988788,1587.16677,137592391.8386654,0
2025-12-02 04:00:00,86977.0,87288.48,86818.14,87012.65,1733.23534,2025-12-02 07:59:59.999,150818966.7039248,565292,966.30676,84088679.1159525,0
2025-12-02 08:00:00,87012.64,87628.78,86296.21,87368.92,3361.03567,2025-12-02 11:59:59.999,292051091.3258003,691900,1527.03312,132822108.3076405,0
