open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-11-27 02:00:00,3052.6,3071.37,3030.1,3033.53,40261.5045,2025-11-27 03:59:59.999,122815440.394949,414818,19028.3063,58076144.23653,0
2025-11-27 04:00:00,3033.53,3053.98,3017.45,3023.49,20457.3866,2025-11-27 05:59:59.999,62075296.02284,211648,8206.8996,24918503.789337,0
2025-11-27 06:00:00,3023.49,3036.34,3022.75,3033.9,13542.4441,2025-11-27 07:59:59.999,41035297.088176,171840,5426.1932,16441112.167838,0
2025-11-27 08:00:00,3033.89,3044.73,3017.78,3027.93,20002.5748,2025-11-27 09:59:59.999,60592926.096094,235212,7235.3854,21925130.536439,0
2025-11-27 10:00:00,3027.93,3036.17,3021.89,3028.54,11348.9282,2025-11-27 11:59:59.999,34384815.064147,148307,5040.4814,15273204.555086,0
2025-11-27 12:00:00,3028.54,3030.49,2988.05,2995.34,39405.5727,2025-11-27 13:59:59.999,118318183.980882,308957,17182.4865,51590464.864219,0
2025-11-27 14:00:00,2995.34,3014.66,2985.78,3010.97,26220.8467,2025-11-27 15:59:59.999,78639880.859189,260151,13687.6992,41062444.1345,0
2025-11-27 16:00:00,3010.97,3027.17,3004.83,3020.03,23475.7993,2025-11-27 17:59:59.999,70839393.957884,269746,12867.2101,38835236.98188,0
2025-11-27 18:00:00,3020.02,3039.99,3016.46,3032.02,18459.097,2025-11-27 19:59:59.999,55929810.371635,237815,9091.8687,27545791.091381,0
2025-11-27 20:00:00,3032.01,3044.44,3030.09,3032.36,13175.378,2025-11-27 21:59:59.999,40016301.341949,159055,6845.7522,20794605.511559,0
2025-11-27 22:00:00,3032.36,3034.5,3003.88,3015.23,15335.7847,2025-11-27 23:59:59.999,46266527.377342,179272,6837.345,20615687.635228,0
2025-11-28 00:00:00,3015.23,3023.97,2994.36,2998.41,22575.302,2025-11-28 01:59:59.999,67885205.945764,239048,7866.4105,23659062.115182,0
2025-11-28 02:00:00,2998.42,3015.3,2996.41,3008.63,15739.3755,2025-11-28 03:59:59.999,47312005.294321,218734,6915.1614,20786427.792442,0
