open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2025-09-28 18:00:00,110203.53,110293.56,110060.88,110293.56,140.49771,2025-09-28 18:59:59.999,15479169.2588833,36167,61.84038,6813906.4263493,0
2025-09-28 19:00:00,110293.56,110388.46,110119.71,110337.6,184.24395,2025-09-28 19:59:59.999,20321288.8701972,33049,97.00522,10699907.7328884,0
2025-09-28 20:00:00,110337.61,110945.0,110294.78,110803.8,510.0654,2025-09-28 20:59:59.999,56475071.3796461,73843,301.81571,33411750.1339262,0
2025-09-28 21:00:00,110803.8,110896.33,110640.81,110833.99,275.55071,2025-09-28 21:59:59.999,30524908.887108,34606,137.08192,15185287.6294813,0
2025-09-28 22:00:00,110833.99,112014.0,110833.99,111938.51,1130.21918,2025-09-28 22:59:59.999,126085910.2830915,190927,611.56271,68195762.2356036,0
2025-09-28 23:00:00,111938.51,112350.0,111938.51,112163.95,807.38282,2025-09-28 23:59:59.999,90537838.0072953,155445,435.14425,48795659.7361727,0
2025-09-29 00:00:00,112163.96,112309.98,111985.0,112260.57,716.5866,2025-09-29 00:59:59.999,80360974.6775537,118701,370.85037,41592343.8427263,0
2025-09-29 01:00:00,112260.57,112310.0,111721.79,111855.3,649.21896,2025-09-29 01:59:59.999,72722487.5624679,127933,246.44682,27614497.2545721,0
2025-09-29 02:00:00,111855.3,112022.27,111632.72,111750.02,621.54504,2025-09-29 02:59:59.999,69488405.5887079,122847,268.32164,29999481.4806538,0
2025-09-29 03:00:00,111750.02,111857.51,111588.07,111857.51,310.12302,2025-09-29 03:59:59.999,34642670.1962474,72579,163.37077,18250320.0598889,0
2025-09-29 04:00:00,111857.51,111904.34,111750.0,111812.0,278.79762,2025-09-29 04:59:59.999,31179410.7919389,62645,121.21556,13556729.9533589,0
2025-09-29 05:00:00,111812.01,111812.01,111575.38,111753.34,348.73721,2025-09-29 05:59:59.999,38944552.5537265,65765,146.71395,16383697.5757174,0
2025-09-29 06:00:00,111753.34,111850.0,111624.0,111632.83,334.53443,2025-09-29 06:59:59.999,37381242.4628273,74770,145.97554,16310373.4419686,0
2025-09-29 07:00:00,111632.83,111865.96,111560.65,111865.95,869.2909,2025-09-29 07:59:59.999,97087252.8191468,96319,590.35903,65929655.4903252,0
2025-09-29 08:00:00,111865.96,112421.99,111865.95,112099.75,787.97678,2025-09-29 08:59:59.999,88351130.6883079,116224,492.64472,55233781.2205858,0
2025-09-29 09:00:00,112099.74,112219.0,111988.13,112110.9,460.23123,2025-09-29 09:59:59.999,51596365.9014981,73585,216.35063,24254380.3057363,0
2025-09-29 10:00:00,112110.9,112225.0,112012.73,112090.18,476.12298,2025-09-29 10:59:59.999,53371908.8562128,61031,152.58452,17107366.285231,0
2025-09-29 11:00:00,112090.19,112112.86,111923.13,112100.0,401.91096,2025-09-29 11:59:59.999,45023424.4092072,74144,215.4968,24140532.3669745,0
2025-09-29 12:00:00,112100.0,112515.0,111940.0,112022.16,744.63691,2025-09-29 12:59:59.999,83558084.8547401,104826,418.05108,46915425.3263774,0
2025-09-29 13:00:00,112022.0,113490.0,111901.26,113227.29,1670.66371,2025-09-29 13:59:59.999,188528854.8225499,287933,1029.88122,116240825.6076486,0
2025-09-29 14:00:00,113227.29,114231.56,113220.21,114033.53,1791.07159,2025-09-29 14:59:59.999,203838443.3583698,254200,851.47527,96909549.0127681,0
2025-09-29 15:00:00,114033.54,114127.13,113686.06,113815.57,858.42631,2025-09-29 15:59:59.999,97790910.146178,142381,364.36849,41508204.7664325,0
2025-09-29 16:00:00,113815.57,114053.0,113600.0,113626.15,728.01207,2025-09-29 16:59:59.999,82888407.5717341,77427,293.78552,33456840.0561164,0
2025-09-29 17:00:00,113626.15,114151.0,113449.74,114043.91,843.56729,2025-09-29 17:59:59.999,95976164.9523847,100003,381.99941,43474258.9726895,0
2025-09-29 18:00:00,114043.92,114137.73,113867.02,114008.79,396.89151,2025-09-29 18:59:59.999,45239648.5654859,67304,171.5132,19549791.9706158,0
2025-09-29 19:00:00,114008.78,114390.93,113848.63,114265.55,747.93438,2025-09-29 19:59:59.999,85379189.8591843,109783,380.63907,43453933.2428938,0
2025-09-29 20:00:00,114265.56,114400.0,114122.12,114258.29,497.44944,2025-09-29 20:59:59.999,56861616.7857482,87204,272.87024,31192263.6228193,0
2025-09-29 21:00:00,114258.29,114329.8,114095.36,114176.73,218.26557,2025-09-29 21:59:59.999,24928851.5225501,38016,84.3897,9637999.4427695,0
2025-09-29 22:00:00,114176.72,114216.41,114020.0,114189.81,443.81221,2025-09-29 22:59:59.999,50643570.2507602,49412,274.70179,31345289.7239341,0
2025-09-29 23:00:00,114189.8,114395.92,114189.8,114311.96,345.31333,2025-09-29 23:59:59.999,39464066.6736083,57621,182.68234,20877446.5459492,0
2025-09-30 00:00:00,114311.97,114758.0,114040.35,114525.97,953.85322,2025-09-30 00:59:59.999,109113615.791209,138255,486.06472,55614487.4895574,0
2025-09-30 01:00:00,114525.97,114792.0,114255.38,114500.31,766.2566,2025-09-30 01:59:59.999,87732233.7181448,148309,308.71565,35361758.5603566,0
2025-09-30 02:00:00,114500.32,114583.19,114360.0,114455.96,385.99253,2025-09-30 02:59:59.999,44185465.1278323,93132,170.55303,19524196.2930732,0
2025-09-30 03:00:00,114455.96,114514.5,114303.06,114376.39,388.27883,2025-09-30 03:59:59.999,44410900.2306327,64531,157.35764,17999277.3702328,0
2025-09-30 04:00:00,114376.39,114376.4,114091.62,114091.63,355.43204,2025-09-30 04:59:59.999,40598976.1697289,70600,128.38477,14663814.3379035,0
2025-09-30 05:00:00,114091.63,114205.17,113827.24,113904.0,698.31455,2025-09-30 05:59:59.999,79595171.300194,103429,249.32436,28425032.7664495,0
2025-09-30 06:00:00,113904.0,114084.22,113838.41,113891.64,527.62041,2025-09-30 06:59:59.999,60113645.6062512,72853,222.31428,25330466.4752238,0
2025-09-30 07:00:00,113891.64,113994.61,113585.0,113699.23,745.45417,2025-09-30 07:59:59.999,84808256.0939466,87252,347.8581,39572622.9455428,0
2025-09-30 08:00:00,113699.24,113741.37,113350.35,113451.89,653.46315,2025-09-30 08:59:59.999,74203391.9210147,105671,331.53616,37647096.4674386,0
2025-09-30 09:00:00,113451.89,113451.89,112731.41,112781.97,995.05591,2025-09-30 09:59:59.999,112534196.9641622,144116,440.69114,49827993.6799067,0
2025-09-30 10:00:00,112781.97,113085.23,112656.27,112923.49,721.99583,2025-09-30 10:59:59.999,81491748.2246925,135266,448.16923,50585364.6795625,0
2025-09-30 11:00:00,112923.5,113135.44,112810.62,113055.01,498.77683,2025-09-30 11:59:59.999,56340949.2395193,77254,313.92861,35458896.2741711,0
2025-09-30 12:00:00,113055.0,113255.99,112990.75,113002.06,347.5946,2025-09-30 12:59:59.999,39315917.1001701,83222,163.61939,18508801.6168138,0
2025-09-30 13:00:00,113002.06,113677.23,112866.11,113404.53,823.64679,2025-09-30 13:59:59.999,93302347.1626907,237538,451.91416,51190048.8438109,0
2025-09-30 14:00:00,113404.53,113630.13,112900.0,113595.05,910.17644,2025-09-30 14:59:59.999,103057049.6393775,327526,422.34852,47827711.5887813,0
2025-09-30 15:00:00,113595.04,113598.27,112919.95,113106.16,758.86878,2025-09-30 15:59:59.999,85865428.0857372,230508,262.42709,29692069.1604504,0
2025-09-30 16:00:00,113106.15,113279.92,112800.0,112841.24,386.78887,2025-09-30 16:59:59.999,43717317.0409259,135272,176.99977,20003829.4128861,0
2025-09-30 17:00:00,112841.23,113503.99,112813.82,113246.11,745.57241,2025-09-30 17:59:59.999,84452813.2253544,149805,294.34133,33326795.8557108,0
2025-09-30 18:00:00,113246.12,113714.56,113177.37,113714.56,431.8583,2025-09-30 18:59:59.999,48989147.2758109,78515,251.73269,28558298.2788969,0
2025-09-30 19:00:00,113714.55,114563.46,113702.01,114359.99,971.66803,2025-09-30 19:59:59.999,110869977.5728852,148572,564.02271,64362210.4928821,0
2025-09-30 20:00:00,114359.99,114723.57,114110.09,114626.36,710.64838,2025-09-30 20:59:59.999,81282781.1396782,122130,406.44032,46483011.6854555,0
2025-09-30 21:00:00,114626.36,114754.87,114136.5,114161.0,649.46746,2025-09-30 21:59:59.999,74347900.9351215,133346,322.11417,36889634.5262431,0
2025-09-30 22:00:00,114161.0,114356.98,113883.01,113940.39,348.9346,2025-09-30 22:59:59.999,39808902.6371059,75347,119.76323,13661959.5586426,0
2025-09-30 23:00:00,113940.4,114048.94,113765.42,114048.93,268.4376,2025-09-30 23:59:59.999,30575134.9279098,55882,145.10047,16529082.9101895,0
2025-10-01 00:00:00,114048.94,114308.0,113966.67,114239.53,434.59016,2025-10-01 00:59:59.999,49594240.0731943,99955,212.22147,24221831.4935784,0
2025-10-01 01:00:00,114239.53,114550.0,114142.99,114549.99,597.2536,2025-10-01 01:59:59.999,68303620.3235774,99376,294.96149,33731936.2821483,0
2025-10-01 02:00:00,114549.99,114551.76,114272.15,114272.15,508.42422,2025-10-01 02:59:59.999,58162291.0893912,73546,191.12336,21860317.1831524,0
2025-10-01 03:00:00,114272.16,114530.48,114096.58,114176.92,502.30318,2025-10-01 03:59:59.999,57439454.5630595,92312,275.05086,31458941.3444337,0
2025-10-01 04:00:00,114176.93,114700.0,114151.0,114289.01,597.89328,2025-10-01 04:59:59.999,68450188.1540999,131642,224.52653,25702764.3466101,0
